option,url,,doc
JBD2,https://cateee.net/lkddb/web-lkddb/JBD2.html,,"This is a generic journaling layer for block devices that support both 32-bit and 64-bit block numbers.  It is currently used by the ext4 and OCFS2 filesystems, but it could also be used to add journal support to other file systems or block devices such as RAID or LVM.  If you are using ext4 or OCFS2, you need to say Y here. If you are not using ext4 or OCFS2 then you will probably want to say N.  To compile this device as a module, choose M here. The module will be called jbd2.  If you are compiling ext4 or OCFS2 into the kernel, you cannot compile this code as a module."
MDIO_THUNDER,https://cateee.net/lkddb/web-lkddb/MDIO_THUNDER.html,,"This driver supports the MDIO interfaces found on Cavium ThunderX SoCs when the MDIO bus device appears as a PCI device."
DNS_RESOLVER,https://cateee.net/lkddb/web-lkddb/DNS_RESOLVER.html,,"Saying Y here will include support for the DNS Resolver key type which can be used to make upcalls to perform DNS lookups in userspace.  DNS Resolver is used to query DNS server for information.  Examples being resolving a UNC hostname element to an IP address for CIFS or performing a DNS query for AFSDB records so that AFS can locate a cell's volume location database servers.  DNS Resolver is used by the CIFS and AFS modules, and would support SMB2 later.  DNS Resolver is supported by the userspace upcall helper /sbin/dns.resolver via /etc/request-key.conf.  See <file:Documentation/networking/dns_resolver.txt> for further information.  To compile this as a module, choose M here: the module will be called dnsresolver.  If unsure, say N."
NET_VENDOR_OKI,https://cateee.net/lkddb/web-lkddb/NET_VENDOR_OKI.html,,"If you have a network (Ethernet) card belonging to this class, say Y.  Note that the answer to this question doesn't directly affect the kernel: saying N will just cause the configurator to skip all the questions about OKI Semiconductor cards. If you say Y, you will be asked for your specific card in the following questions."
LOCK_STAT,https://cateee.net/lkddb/web-lkddb/LOCK_STAT.html,,"This feature enables tracking lock contention points  For more details, see Documentation/locking/lockstat.txt  This also enables lock events required by perf lock, subcommand of perf. If you want to use perf lock, you also need to turn on CONFIG_EVENT_TRACING.  CONFIG_LOCK_STAT defines contended and acquired lock events. (CONFIG_LOCKDEP defines acquire and release events.)"
DRM_TTM,https://cateee.net/lkddb/web-lkddb/DRM_TTM.html,,"GPU memory management subsystem for devices with multiple GPU memory types. Will be enabled automatically if a device driver uses it."
WIMAX,https://cateee.net/lkddb/web-lkddb/WIMAX.html,,"Select to configure support for devices that provide wireless broadband connectivity using the WiMAX protocol (IEEE 802.16).  Please note that most of these devices require signing up for a service plan with a provider.  The different WiMAX drivers can be enabled in the menu entry  Device Drivers > Network device support > WiMAX Wireless Broadband devices  If unsure, it is safe to select M (module)."
OCFS2_FS,https://cateee.net/lkddb/web-lkddb/OCFS2_FS.html,,"OCFS2 is a general purpose extent based shared disk cluster file system with many similarities to ext3. It supports 64 bit inode numbers, and has automatically extending metadata groups which may also make it attractive for non-clustered use.  You'll want to install the ocfs2-tools package in order to at least get mount.ocfs2.  Project web page:    http://oss.oracle.com/projects/ocfs2 Tools web page:      http://oss.oracle.com/projects/ocfs2-tools OCFS2 mailing lists: http://oss.oracle.com/projects/ocfs2/mailman/  For more information on OCFS2, see the file <file:Documentation/filesystems/ocfs2.txt>."
DRM_I915_SW_FENCE_DEBUG_OBJECTS,https://cateee.net/lkddb/web-lkddb/DRM_I915_SW_FENCE_DEBUG_OBJECTS.html,,"Choose this option to turn on extra driver debugging that may affect performance but will catch some internal issues.  Recommended for driver developers only.  If in doubt, say N."
DRM_DEBUG_MM,https://cateee.net/lkddb/web-lkddb/DRM_DEBUG_MM.html,,"Enable allocation tracking of memory manager and leak detection on shutdown.  Recommended for driver developers only.  If in doubt, say N."
BLK_DEV_UMEM,https://cateee.net/lkddb/web-lkddb/BLK_DEV_UMEM.html,,"Saying Y here will include support for the MM5415 family of battery backed (Non-volatile) RAM cards. <http://www.umem.com/>  The cards appear as block devices that can be partitioned into as many as 15 partitions.  To compile this driver as a module, choose M here: the module will be called umem.  The umem driver has not yet been allocated a MAJOR number, so one is chosen dynamically."
THUNDERBOLT,https://cateee.net/lkddb/web-lkddb/THUNDERBOLT.html,,"Thunderbolt Controller driver. This driver is required if you want to hotplug Thunderbolt devices on Apple hardware or on PCs with Intel Falcon Ridge or newer.  To compile this driver a module, choose M here. The module will be called thunderbolt."
DRM_CIRRUS_QEMU,https://cateee.net/lkddb/web-lkddb/DRM_CIRRUS_QEMU.html,,"This is a KMS driver for emulated cirrus device in qemu. It is *NOT* intended for real cirrus devices. This requires the modesetting userspace X.org driver.  Cirrus is obsolete, the hardware was designed in the 90ies and can't keep up with todays needs.  More background: https://www.kraxel.org/blog/2014/10/qemu-using-cirrus-considered-harmful/  Better alternatives are:   - stdvga (DRM_BOCHS, qemu -vga std, default in qemu 2.2+)   - qxl (DRM_QXL, qemu -vga qxl, works best with spice)   - virtio (DRM_VIRTIO_GPU), qemu -vga virtio)"
DRM_RADEON_USERPTR,https://cateee.net/lkddb/web-lkddb/DRM_RADEON_USERPTR.html,,"This option selects CONFIG_MMU_NOTIFIER if it isn't already selected to enabled full userptr support."
SG_POOL,https://cateee.net/lkddb/web-lkddb/SG_POOL.html,,"Provides a helper to allocate chained scatterlists. This should be selected by a driver or an API which whishes to allocate chained scatterlist."
NET_VENDOR_BROADCOM,https://cateee.net/lkddb/web-lkddb/NET_VENDOR_BROADCOM.html,,"If you have a network (Ethernet) chipset belonging to this class, say Y.  Note that the answer to this question does not directly affect the kernel: saying N will just case the configurator to skip all the questions regarding AMD chipsets. If you say Y, you will be asked for your specific chipset/driver in the following questions."
ACPI_VIDEO,https://cateee.net/lkddb/web-lkddb/ACPI_VIDEO.html,,"This driver implements the ACPI Extensions For Display Adapters for integrated graphics devices on motherboard, as specified in ACPI 2.0 Specification, Appendix B.  This supports basic operations such as defining the video POST device, retrieving EDID information, and setting up a video output.  To compile this driver as a module, choose M here: the module will be called video."
BLK_DEV_BSG,https://cateee.net/lkddb/web-lkddb/BLK_DEV_BSG.html,,"Saying Y here will enable generic SG (SCSI generic) v4 support for any block device.  Unlike SG v3 (aka block/scsi_ioctl.c drivers/scsi/sg.c), SG v4 can handle complicated SCSI commands: tagged variable length cdbs with bidirectional data transfers and generic request/response protocols (e.g. Task Management Functions and SMP in Serial Attached SCSI).  This option is required by recent UDEV versions to properly access device serial numbers, etc.  If unsure, say Y."
VMWARE_VMCI,https://cateee.net/lkddb/web-lkddb/VMWARE_VMCI.html,,"This is VMware's Virtual Machine Communication Interface.  It enables high-speed communication between host and guest in a virtual environment via the VMCI virtual device.  If unsure, say N.  To compile this driver as a module, choose M here: the module will be called vmw_vmci."
CNIC,https://cateee.net/lkddb/web-lkddb/CNIC.html,,"This driver supports offload features of QLogic bnx2 gigabit Ethernet cards.  To compile this driver as a module, choose M here: the module will be called cnic.  This is recommended."
AMD_PHY,https://cateee.net/lkddb/web-lkddb/AMD_PHY.html,,"Currently supports the am79c874"
DRM_BOCHS,https://cateee.net/lkddb/web-lkddb/DRM_BOCHS.html,,"Choose this option for qemu. If M is selected the module will be called bochs-drm."
NETXEN_NIC,https://cateee.net/lkddb/web-lkddb/NETXEN_NIC.html,,"This enables the support for NetXen's Gigabit Ethernet card."
MPLS_ROUTING,https://cateee.net/lkddb/web-lkddb/MPLS_ROUTING.html,,"Add support for forwarding of mpls packets."
SKFP,https://cateee.net/lkddb/web-lkddb/SKFP.html,,"Say Y here if you have a SysKonnect FDDI PCI adapter. The following adapters are supported by this driver: - SK-5521 (SK-NET FDDI-UP) - SK-5522 (SK-NET FDDI-UP DAS) - SK-5541 (SK-NET FDDI-FP) - SK-5543 (SK-NET FDDI-LP) - SK-5544 (SK-NET FDDI-LP DAS) - SK-5821 (SK-NET FDDI-UP64) - SK-5822 (SK-NET FDDI-UP64 DAS) - SK-5841 (SK-NET FDDI-FP64) - SK-5843 (SK-NET FDDI-LP64) - SK-5844 (SK-NET FDDI-LP64 DAS) - Netelligent 100 FDDI DAS Fibre SC - Netelligent 100 FDDI SAS Fibre SC - Netelligent 100 FDDI DAS UTP - Netelligent 100 FDDI SAS UTP - Netelligent 100 FDDI SAS Fibre MIC  Read <file:Documentation/networking/skfp.txt> for information about the driver.  Questions concerning this driver can be addressed to: <linux@syskonnect.de>  To compile this driver as a module, choose M here: the module will be called skfp.  This is recommended."
NET_VENDOR_REALTEK,https://cateee.net/lkddb/web-lkddb/NET_VENDOR_REALTEK.html,,"If you have a network (Ethernet) card belonging to this class, say Y.  Note that the answer to this question doesn't directly affect the kernel: saying N will just cause the configurator to skip all the questions about Realtek devices. If you say Y, you will be asked for your specific card in the following questions."
NET_VENDOR_DEC,https://cateee.net/lkddb/web-lkddb/NET_VENDOR_DEC.html,,"If you have a network (Ethernet) card belonging to this class, say Y.  Note that the answer to this question doesn't directly affect the kernel: saying N will just cause the configurator to skip all the questions about DEC cards. If you say Y, you will be asked for your specific card in the following questions."
MLX5_CORE,https://cateee.net/lkddb/web-lkddb/MLX5_CORE.html,,"Core driver for low level functionality of the ConnectX-4 and Connect-IB cards by Mellanox Technologies."
SCSI_SAS_LIBSAS,https://cateee.net/lkddb/web-lkddb/SCSI_SAS_LIBSAS.html,,"This provides transport specific helpers for SAS drivers which use the domain device construct (like the aic94xxx)."
DRM_AMDGPU_CIK,https://cateee.net/lkddb/web-lkddb/DRM_AMDGPU_CIK.html,,"Choose this option if you want to enable support for CIK asics.  CIK is already supported in radeon. Support for CIK in amdgpu will be disabled by default and is still provided by radeon. Use module options to override this:  radeon.cik_support=0 amdgpu.cik_support=1"
HID_PICOLCD_LEDS,https://cateee.net/lkddb/web-lkddb/HID_PICOLCD_LEDS.html,,"Provide access to PicoLCD's GPO pins via leds class."
EXT2_FS,https://cateee.net/lkddb/web-lkddb/EXT2_FS.html,,"Ext2 is a standard Linux file system for hard disks.  To compile this file system support as a module, choose M here: the module will be called ext2.  If unsure, say Y."
ARCNET_1051,https://cateee.net/lkddb/web-lkddb/ARCNET_1051.html,,"This allows you to use RFC1051 with your ARCnet card via the virtual arc0s device. You only need arc0s if you want to talk to ARCnet software complying with the old standard, specifically, the DOS arcnet.com packet driver, Amigas running AmiTCP, and some variants of NetBSD. You do not need to say Y here to communicate with industry-standard RFC1201 implementations, like the arcether.com packet driver or most DOS/Windows ODI drivers. RFC1201 is included automatically as the arc0 device. Please read the ARCnet documentation in <file:Documentation/networking/arcnet.txt> for more information about using arc0e and arc0s."
SSB_DRIVER_PCICORE,https://cateee.net/lkddb/web-lkddb/SSB_DRIVER_PCICORE.html,,"Driver for the Sonics Silicon Backplane attached Broadcom PCI core.  If unsure, say Y"
RANDOMIZE_MEMORY,https://cateee.net/lkddb/web-lkddb/RANDOMIZE_MEMORY.html,,"Randomizes the base virtual address of kernel memory sections (physical memory mapping, vmalloc & vmemmap). This security feature makes exploits relying on predictable memory locations less reliable.  The order of allocations remains unchanged. Entropy is generated in the same way as RANDOMIZE_BASE. Current implementation in the optimal configuration have in average 30,000 different possible virtual addresses for each memory section.  If unsure, say Y."
NET_VENDOR_CHELSIO,https://cateee.net/lkddb/web-lkddb/NET_VENDOR_CHELSIO.html,,"If you have a network (Ethernet) card belonging to this class, say Y.  Note that the answer to this question doesn't directly affect the kernel: saying N will just cause the configurator to skip all the questions about Chelsio devices. If you say Y, you will be asked for your specific card in the following questions."
RTS5208,https://cateee.net/lkddb/web-lkddb/RTS5208.html,,"Say Y here to include driver code to support the Realtek PCI-E card reader rts5208/rts5288.  If this driver is compiled as a module, it will be named rts5208."
CHELSIO_T1,https://cateee.net/lkddb/web-lkddb/CHELSIO_T1.html,,"This driver supports Chelsio gigabit and 10-gigabit Ethernet cards. More information about adapter features and performance tuning is in <file:Documentation/networking/cxgb.txt>.  For general information about Chelsio and our products, visit our website at <http://www.chelsio.com>.  For customer support, please visit our customer support page at <http://www.chelsio.com/support.html>.  Please send feedback to <linux-bugs@chelsio.com>.  To compile this driver as a module, choose M here: the module will be called cxgb."
FB_NEOMAGIC,https://cateee.net/lkddb/web-lkddb/FB_NEOMAGIC.html,,"This driver supports notebooks with NeoMagic PCI chips. Say Y if you have such a graphics card.   To compile this driver as a module, choose M here: the module will be called neofb."
DRM_I915_USERPTR,https://cateee.net/lkddb/web-lkddb/DRM_I915_USERPTR.html,,"This option selects CONFIG_MMU_NOTIFIER if it isn't already selected to enabled full userptr support.  If in doubt, say Y."
FB_RIVA_I2C,https://cateee.net/lkddb/web-lkddb/FB_RIVA_I2C.html,,"This enables I2C support for nVidia Chipsets.  This is used only for getting EDID information from the attached display allowing for robust video mode handling and switching.  Because fbdev-2.6 requires that drivers must be able to independently validate video mode parameters, you should say Y here."
GPIO_SCH311X,https://cateee.net/lkddb/web-lkddb/GPIO_SCH311X.html,,"Driver to enable the GPIOs found on SMSC SMSC SCH3112, SCH3114 and SCH3116 Super I/O chipsets.  To compile this driver as a module, choose M here: the module will be called gpio-sch311x."
TMPFS,https://cateee.net/lkddb/web-lkddb/TMPFS.html,,"Tmpfs is a file system which keeps all files in virtual memory.  Everything in tmpfs is temporary in the sense that no files will be created on your hard drive. The files live in memory and swap space. If you unmount a tmpfs instance, everything stored therein is lost.  See <file:Documentation/filesystems/tmpfs.txt> for details."
